"","character","trait_max","trait_min","avg_rating","number_ratings","anchor_trait"
"3378","Robert Ford","slow-talking","fast-talking",75.6,48,"fast-talking"
"3379","Robert Ford","overspender","penny-pincher",75.6,22,"overspender"
"3380","Robert Ford","psychopath","empath",75.6,33,"empath"
"3381","Robert Ford","asexual","sexual",75.4,22,"asexual"
"3382","Robert Ford","lavish","frugal",75.3,260,"frugal"
"3383","Robert Ford","chic","cheesy",75.2,29,"cheesy"
"3384","Robert Ford","stoic","expressive",74.9,265,"expressive"
"3385","Robert Ford","quirky","predictable",74.8,34,"predictable"
"3386","Robert Ford","tight","loose",74.8,31,"loose"
"3387","Robert Ford","playful","shy",74.7,265,"playful"
"3388","Robert Ford","freak","normie",74.7,28,"freak"
"3389","Robert Ford","cool","dorky",74.5,22,"cool"
"3390","Robert Ford","f***-the-police","tattle-tale",74.5,35,"f***-the-police"
"3391","Robert Ford","cocky","timid",74.4,21,"cocky"
"3392","Robert Ford","strict","lenient",74.4,251,"lenient"
"3393","Robert Ford","tasteful","lewd",74.1,233,"lewd"
"3394","Robert Ford","bourgeoisie","proletariat",74,227,"bourgeoisie"
"3395","Robert Ford","circular","linear",74,31,"circular"
"3396","Robert Ford","indie","pop",74,27,"indie"
"3397","Robert Ford","🥶","🥵",73.9,21,"🥵"
"3398","Robert Ford","ambitious","realistic",73.8,17,"ambitious"
"3399","Robert Ford","fortunate","unlucky",73.7,231,"fortunate"
"3400","Robert Ford","zany","regular",73.7,23,"regular"
"3401","Robert Ford","radical","centrist",73.7,33,"centrist"
"3402","Robert Ford","thick-skinned","sensitive",73.6,329,"sensitive"
"3403","Robert Ford","builder","explorer",73.5,267,"builder"
"3404","Robert Ford","two-faced","one-faced",73.5,26,"one-faced"
"3405","Robert Ford","gendered","androgynous",73.4,111,"androgynous"
"3406","Robert Ford","sad","happy",73.4,245,"happy"
"3407","Robert Ford","city-slicker","country-bumpkin",73.3,21,"city-slicker"
"3408","Robert Ford","trolling","triggered",73.3,38,"triggered"
"3409","Robert Ford","sorrowful","cheery",73.3,265,"cheery"
"3410","Robert Ford","methodical","astonishing",73.2,251,"astonishing"
"3411","Robert Ford","ferocious","pacifist",73,280,"ferocious"
"3412","Robert Ford","cold","warm",72.8,245,"cold"
"3413","Robert Ford","vain","demure",72.7,261,"demure"
"3414","Robert Ford","👽","🤡",72.7,22,"👽"
"3415","Robert Ford","🧗","🛌",72.3,25,"🧗"
"3416","Robert Ford","prestigious","disreputable",72.1,232,"disreputable"
"3417","Robert Ford","edgy","politically correct",72,219,"edgy"
"3418","Robert Ford","smooth","rough",72,212,"rough"
"3419","Robert Ford","unpatriotic","patriotic",72,21,"patriotic"
"3420","Robert Ford","vengeful","forgiving",71.9,214,"forgiving"
"3421","Robert Ford","emancipated","enslaved",71.9,269,"emancipated"
"3422","Robert Ford","sexist","feminist",71.7,19,"feminist"
"3423","Robert Ford","goth","flower child",71.6,28,"flower child"
"3424","Robert Ford","rigid","flexible",71.5,241,"flexible"
"3425","Robert Ford","roundabout","direct",71.1,251,"direct"
"3426","Robert Ford","still","twitchy",71.1,18,"still"
"3427","Robert Ford","deep","epic",71,31,"deep"
"3428","Robert Ford","demonic","angelic",70.9,262,"angelic"
"3429","Robert Ford","backdoor","official",70.6,231,"backdoor"
"3430","Robert Ford","attentive","interrupting",70.6,33,"attentive"
"3431","Robert Ford","pensive","serene",70.6,32,"pensive"
"3432","Robert Ford","bitter","sweet",70.3,226,"bitter"
"3433","Robert Ford","🚴","🏋️‍♂️",70.2,21,"🏋️‍♂️"
"3434","Robert Ford","hard-work","natural-talent",70.2,22,"hard-work"
"3435","Robert Ford","biased","impartial",70.1,234,"biased"
"3436","Robert Ford","active","slothful",70,222,"active"
"3437","Robert Ford","poetic","factual",69.8,45,"factual"
"3438","Robert Ford","genocidal","not genocidal",69.8,38,"genocidal"
"3439","Robert Ford","cautious","impulsive",69.5,255,"cautious"
"3440","Robert Ford","thick","thin",69.5,136,"thick"
"3441","Robert Ford","proactive","reactive",69.2,33,"proactive"
"3442","Robert Ford","miserable","joyful",68.9,29,"joyful"
"3443","Robert Ford","legit","scrub",68.9,27,"legit"
"3444","Robert Ford","introvert","extrovert",68.8,269,"extrovert"
"3445","Robert Ford","libertarian","socialist",68.7,240,"libertarian"
"3446","Robert Ford","good-cook","bad-cook",68.7,29,"bad-cook"
"3447","Robert Ford","Coke","Pepsi",68.6,21,"Coke"
"3448","Robert Ford","cruel","kind",68.5,258,"cruel"
"3449","Robert Ford","head@clouds","down2earth",68.4,236,"down2earth"
"3450","Robert Ford","punchable","loveable",68.3,43,"loveable"
"3451","Robert Ford","individualist","communal",68.1,97,"communal"
"3452","Robert Ford","formal","intimate",68,37,"formal"
"3453","Robert Ford","gamer","non-gamer",68,28,"gamer"
"3454","Robert Ford","devoted","unfaithful",68,46,"devoted"
"3455","Robert Ford","anarchist","statist",67.9,30,"anarchist"
"3456","Robert Ford","🤐","😜",67.6,36,"🤐"
"3457","Robert Ford","resistant","resigned",67.6,238,"resigned"
"3458","Robert Ford","interested","bored",67.5,26,"bored"
"3459","Robert Ford","atheist","theist",67.4,109,"atheist"
"3460","Robert Ford","debased","pure",67.4,241,"debased"
"3461","Robert Ford","crazy","sane",67.4,20,"crazy"
"3462","Robert Ford","fearmongering","reassuring",67.4,34,"fearmongering"
"3463","Robert Ford","open-minded","close-minded",67.1,292,"close-minded"
"3464","Robert Ford","spelunker","claustrophobic",67.1,36,"claustrophobic"
"3465","Robert Ford","masochistic","pain-avoidant",66.9,47,"masochistic"
"3466","Robert Ford","tailor","blacksmith",66.9,53,"blacksmith"
"3467","Robert Ford","spicy","mild",66.8,240,"mild"
"3468","Robert Ford","unemotional","emotional",66.8,28,"emotional"
"3469","Robert Ford","bad boy","white knight",66.8,27,"bad boy"
"3470","Robert Ford","egalitarian","racist",66.4,24,"egalitarian"
"3471","Robert Ford","romantic","dispassionate",66.4,29,"dispassionate"
"3472","Robert Ford","🥴","🥳",66.4,26,"🥳"
"3473","Robert Ford","inspiring","cringeworthy",66,105,"cringeworthy"
"3474","Robert Ford","short","tall",65.5,255,"short"
"3475","Robert Ford","political","nonpolitical",65.3,239,"nonpolitical"
"3476","Robert Ford","dramatic","no-nonsense",65.3,112,"dramatic"
"3477","Robert Ford","🤺","🏌",65.3,36,"🏌"
"3478","Robert Ford","opinionated","jealous",65.3,39,"jealous"
"3479","Robert Ford","stingy","generous",65.2,17,"generous"
"3480","Robert Ford","relaxed","tense",65.1,245,"relaxed"
"3481","Robert Ford","🥾","👟",65,23,"👟"
"3482","Robert Ford","deranged","reasonable",64.9,23,"deranged"
"3483","Robert Ford","wild","tame",64.7,212,"tame"
"3484","Robert Ford","straight","queer",64.7,136,"queer"
"3485","Robert Ford","entitled","grateful",64.7,21,"entitled"
"3486","Robert Ford","kinky","vanilla",64.6,221,"kinky"
"3487","Robert Ford","street-smart","sheltered",64.6,229,"sheltered"
"3488","Robert Ford","involved","remote",64.5,266,"involved"
"3489","Robert Ford","businesslike","chivalrous",64.5,11,"businesslike"
"3490","Robert Ford","precise","vague",63.8,160,"precise"
"3491","Robert Ford","utilitarian","decorative",63.8,113,"decorative"
"3492","Robert Ford","📈","📉",63.7,22,"📈"
"3493","Robert Ford","cosmopolitan","provincial",63.6,239,"cosmopolitan"
"3494","Robert Ford","😭","😀",63.6,28,"😀"
"3495","Robert Ford","💔","💝",63.6,27,"💔"
"3496","Robert Ford","treasure","trash",63.5,55,"trash"
"3497","Robert Ford","poisonous","nurturing",63.4,121,"nurturing"
"3498","Robert Ford","😊","🤣",63.3,26,"🤣"
"3499","Robert Ford","English","German",63.2,32,"English"
"3500","Robert Ford","🐘","🐀",63,25,"🐀"
"3501","Robert Ford","🐩","🐒",63,27,"🐒"
"3502","Robert Ford","quarrelsome","warm",62.9,228,"quarrelsome"
"3503","Robert Ford","judgemental","accepting",62.9,167,"accepting"
"3504","Robert Ford","🧙","👨‍🚀",62.6,27,"👨‍🚀"
"3505","Robert Ford","chill","offended",62.4,40,"chill"
"3506","Robert Ford","factual","exaggerating",62.4,27,"exaggerating"
"3507","Robert Ford","wooden","plastic",62.4,12,"plastic"
"3508","Robert Ford","long-winded","concise",62.4,27,"concise"
"3509","Robert Ford","selfish","altruistic",62.1,247,"altruistic"
"3510","Robert Ford","creepy","disarming",62.1,113,"creepy"
"3511","Robert Ford","serious","playful",62,243,"playful"
"3512","Robert Ford","self-destructive","self-improving",61.8,60,"self-destructive"
"3513","Robert Ford","frenzied","sleepy",61.6,37,"frenzied"
"3514","Robert Ford","consistent","variable",61.5,41,"consistent"
"3515","Robert Ford","monotone","expressive",61.5,27,"expressive"
"3516","Robert Ford","🤑","🤠",61.4,22,"🤑"
"3517","Robert Ford","fighter","lover",61.4,24,"fighter"
"3518","Robert Ford","perverted","clean",61.3,30,"clean"
"3519","Robert Ford","cat person","dog person",61,24,"cat person"
"3520","Robert Ford","reserved","chatty",60.9,273,"chatty"
"3521","Robert Ford","careful","brave",60.7,269,"brave"
"3522","Robert Ford","night owl","morning lark",60.5,136,"morning lark"
"3523","Robert Ford","varied","repetitive",60.5,103,"repetitive"
"3524","Robert Ford","historical","modern",60.4,178,"historical"
"3525","Robert Ford","permanent","transient",60.4,108,"permanent"
"3526","Robert Ford","orderly","chaotic",60.3,275,"chaotic"
"3527","Robert Ford","rational","whimsical",60.1,232,"rational"
"3528","Robert Ford","🤫","🤔",60.1,33,"🤔"
"3529","Robert Ford","traitorous","loyal",59.9,248,"loyal"
"3530","Robert Ford","🌟","💩",59.5,22,"🌟"
"3531","Robert Ford","frank","sugarcoated",59.3,36,"frank"
"3532","Robert Ford","respectful","rude",59,276,"respectful"
"3533","Robert Ford","theoretical","empirical",59,233,"empirical"
"3534","Robert Ford","🧕","💃",58.9,31,"💃"
"3535","Robert Ford","purple","orange",58.8,170,"orange"
"3536","Robert Ford","hipster","basic",58.8,251,"basic"
"3537","Robert Ford","metrosexual","macho",58.8,28,"macho"
"3538","Robert Ford","bold","serious",58.5,272,"bold"
"3539","Robert Ford","earth","air",58.4,18,"air"
"3540","Robert Ford","villainous","heroic",58.3,248,"heroic"
"3541","Robert Ford","existentialist","nihilist",58.2,98,"existentialist"
"3542","Robert Ford","sickly","healthy",58.1,242,"healthy"
"3543","Robert Ford","abstract","concrete",57.9,27,"abstract"
"3544","Robert Ford","civilized","barbaric",57.8,263,"barbaric"
"3545","Robert Ford","compersive","jealous",57.8,231,"compersive"
"3546","Robert Ford","freelance","corporate",57.7,35,"corporate"
"3547","Robert Ford","😬","😏",57.6,29,"😏"
"3548","Robert Ford","chaste","lustful",57.2,211,"chaste"
"3549","Robert Ford","🤖","👻",57.2,22,"👻"
"3550","Robert Ford","indulgent","sober",56.9,237,"indulgent"
"3551","Robert Ford","good-humored","angry",56.7,228,"angry"
"3552","Robert Ford","soulful","soulless",56.7,102,"soulful"
"3553","Robert Ford","flourishing","traumatized",56.7,31,"flourishing"
"3554","Robert Ford","stable","moody",56.5,258,"moody"
"3555","Robert Ford","scientific","artistic",56.4,253,"artistic"
"3556","Robert Ford","mad","glad",56.3,26,"glad"
"3557","Robert Ford","hedonist","monastic",55.8,18,"hedonist"
"3558","Robert Ford","genuine","sarcastic",55.7,224,"genuine"
"3559","Robert Ford","bright","depressed",55.7,229,"bright"
"3560","Robert Ford","insider","outsider",55.7,181,"insider"
"3561","Robert Ford","preppy","punk rock",55.6,36,"preppy"
"3562","Robert Ford","human","animalistic",55.5,219,"animalistic"
"3563","Robert Ford","skeptical","spiritual",55.4,249,"skeptical"
"3564","Robert Ford","feisty","gracious",55.2,277,"feisty"
"3565","Robert Ford","Roman","Greek",55.1,28,"Greek"
"3566","Robert Ford","complimentary","insulting",55,97,"complimentary"
"3567","Robert Ford","🐐","🦒",54.8,17,"🐐"
"3568","Robert Ford","exuberant","subdued",54.7,30,"exuberant"
"3569","Robert Ford","hunter","gatherer",54.7,30,"gatherer"
"3570","Robert Ford","love-focused","money-focused",54.7,29,"love-focused"
"3571","Robert Ford","water","fire",54.6,20,"fire"
"3572","Robert Ford","minimalist","pack rat",54.3,26,"minimalist"
"3573","Robert Ford","overprepared","efficient",54.1,46,"efficient"
"3574","Robert Ford","flamboyant","modest",53.9,240,"flamboyant"
"3575","Robert Ford","mathematical","literary",53.8,245,"literary"
"3576","Robert Ford","👨‍⚕️","👨‍🔧",53.8,28,"👨‍⚕️"
"3577","Robert Ford","hypocritical","equitable",53.7,130,"equitable"
"3578","Robert Ford","receiving","giving",53.5,33,"giving"
"3579","Robert Ford","proper","scandalous",53.3,247,"proper"
"3580","Robert Ford","washed","muddy",53.2,19,"muddy"
"3581","Robert Ford","multicolored","monochrome",53.1,110,"monochrome"
"3582","Robert Ford","stinky","fresh",53.1,17,"fresh"
"3583","Robert Ford","🐴","🦄",53,25,"🐴"
"3584","Robert Ford","thinker","doer",52.9,18,"doer"
"3585","Robert Ford","beautiful","ugly",52.5,118,"beautiful"
"3586","Robert Ford","stuck-in-the-past","forward-thinking",52.3,23,"forward-thinking"
"3587","Robert Ford","autistic","neurotypical",52.2,250,"autistic"
"3588","Robert Ford","funny","humorless",52.2,245,"funny"
"3589","Robert Ford","repulsive","attractive",52,280,"attractive"
"3590","Robert Ford","protagonist","antagonist",51.8,23,"antagonist"
"3591","Robert Ford","'left-brained'","'right-brained'",51.7,168,"'left-brained'"
"3592","Robert Ford","liberal","conservative",51.7,20,"conservative"
"3593","Robert Ford","vibrant","geriatric",51.6,36,"geriatric"
"3594","Robert Ford","slow","fast",51.5,237,"fast"
"3595","Robert Ford","oxymoron","tautology",51.5,20,"oxymoron"
"3596","Robert Ford","Swedish","Italian",51.4,28,"Italian"
"3597","Robert Ford","classical","avant-garde",51.3,97,"avant-garde"
"3598","Robert Ford","pessimistic","optimistic",51.2,262,"optimistic"
"3599","Robert Ford","outlaw","sheriff",51.2,279,"outlaw"
"3600","Robert Ford","🙋‍♂️","🙅‍♂️",51.2,22,"🙅‍♂️"
"3601","Robert Ford","🐷","🐮",51.2,26,"🐮"
"3602","Robert Ford","flirtatious","prudish",51.2,24,"flirtatious"
"3603","Robert Ford","heathen","devout",50.9,236,"devout"
"3604","Robert Ford","subjective","objective",50.9,107,"objective"
"3605","Robert Ford","urban","rural",50.1,26,"rural"
"3606","Robert Ford","Russian","French",50.8,22,"French"
"3607","Robert Ford","sensible","ludicrous",50.3,232,"ludicrous"
"3608","Robert Ford","crafty","scholarly",50.3,257,"crafty"
"3609","Robert Ford","child free","pronatalist",50.5,180,"child free"
"3610","Theresa Cullen","businesslike","chivalrous",91.3,17,"businesslike"
"3611","Theresa Cullen","valedictorian","drop out",87.6,18,"drop out"
"3612","Theresa Cullen","rich","poor",86.4,174,"poor"
"3613","Theresa Cullen","serious","playful",85.5,177,"playful"
"3614","Theresa Cullen","driven","unambitious",85.3,182,"driven"
"3615","Theresa Cullen","formal","intimate",84.7,24,"formal"
"3616","Theresa Cullen","diligent","lazy",84.6,199,"diligent"
"3617","Theresa Cullen","🤐","😜",84.6,16,"🤐"
"3618","Theresa Cullen","🎩","🧢",84.5,17,"🎩"
"3619","Theresa Cullen","scientific","artistic",84.2,186,"artistic"
"3620","Theresa Cullen","pointed","random",83.5,21,"pointed"
"3621","Theresa Cullen","hard-work","natural-talent",83.5,10,"hard-work"
"3622","Theresa Cullen","on-time","tardy",83.5,15,"on-time"
"3623","Theresa Cullen","rational","whimsical",83.4,182,"rational"
"3624","Theresa Cullen","miserable","joyful",82.9,24,"joyful"
"3625","Theresa Cullen","bossy","meek",82.7,213,"bossy"
"3626","Theresa Cullen","stubborn","accommodating",82.6,20,"accommodating"
"3627","Theresa Cullen","self-disciplined","disorganized",82.5,204,"disorganized"
"3628","Theresa Cullen","side character","main character",82.2,6,"main character"
"3629","Theresa Cullen","scheduled","spontaneous",82.2,185,"scheduled"
"3630","Theresa Cullen","workaholic","slacker",82,70,"slacker"
"3631","Theresa Cullen","secretive","open-book",82,33,"open-book"
"3632","Theresa Cullen","manicured","scruffy",81.3,201,"manicured"
"3633","Theresa Cullen","concrete","abstract",81.2,16,"abstract"
"3634","Theresa Cullen","deliberate","spontaneous",81.1,194,"deliberate"
"3635","Theresa Cullen","guarded","open",81.1,209,"guarded"
"3636","Theresa Cullen","tense","relaxed",81,201,"relaxed"
"3637","Theresa Cullen","practical","imaginative",81,200,"imaginative"
"3638","Theresa Cullen","assertive","passive",80.8,171,"assertive"
"3639","Theresa Cullen","factual","poetic",80.6,31,"factual"
"3640","Theresa Cullen","skeptical","spiritual",80.5,182,"skeptical"
"3641","Theresa Cullen","💀","🎃",80.5,24,"🎃"
"3642","Theresa Cullen","work-first","family-first",80.4,169,"family-first"
"3643","Theresa Cullen","strict","lenient",80.3,189,"lenient"
"3644","Theresa Cullen","dramatic","comedic",80,26,"comedic"
"3645","Theresa Cullen","eloquent","unpolished",79.9,221,"eloquent"
"3646","Theresa Cullen","mature","juvenile",79.8,90,"juvenile"
"3647","Theresa Cullen","western","eastern",79.6,17,"eastern"
"3648","Theresa Cullen","demanding","unchallenging",79.5,17,"demanding"
"3649","Theresa Cullen","ivory-tower","blue-collar",79.2,172,"blue-collar"
"3650","Theresa Cullen","methodical","astonishing",78.8,193,"astonishing"
"3651","Theresa Cullen","OCD","ADHD",78.8,16,"ADHD"
"3652","Theresa Cullen","distant","touchy-feely",78.8,17,"distant"
"3653","Theresa Cullen","humorless","funny",78.7,196,"funny"
"3654","Theresa Cullen","intellectual","physical",78.7,201,"intellectual"
"3655","Theresa Cullen","suspicious","awkward",78.5,170,"awkward"
"3656","Theresa Cullen","high IQ","low IQ",78.5,215,"high IQ"
"3657","Theresa Cullen","hard","soft",78.2,181,"hard"
"3658","Theresa Cullen","studious","goof-off",78.2,20,"goof-off"
"3659","Theresa Cullen","🐴","🦄",78.1,14,"🐴"
"3660","Theresa Cullen","🧠","💪",78,20,"💪"
"3661","Theresa Cullen","corporate","freelance",78,30,"corporate"
"3662","Theresa Cullen","persistent","quitter",77.7,20,"persistent"
"3663","Theresa Cullen","political","nonpolitical",77.6,203,"nonpolitical"
"3664","Theresa Cullen","💔","💝",77.6,15,"💔"
"3665","Theresa Cullen","bold","shy",77.6,195,"bold"
"3666","Theresa Cullen","privileged","oppressed",77.6,29,"oppressed"
"3667","Theresa Cullen","presidential","folksy",77.6,32,"folksy"
"3668","Theresa Cullen","tight","loose",77.6,31,"loose"
"3669","Theresa Cullen","highbrow","lowbrow",77.5,181,"highbrow"
"3670","Theresa Cullen","cultured","rustic",77.5,12,"cultured"
"3671","Theresa Cullen","high-tech","low-tech",77.4,163,"high-tech"
"3672","Theresa Cullen","motivated","unmotivated",77.4,16,"motivated"
"3673","Theresa Cullen","sorrowful","cheery",77.2,200,"cheery"
"3674","Theresa Cullen","rigid","flexible",77.2,173,"flexible"
"3675","Theresa Cullen","realistic","fantastical",77.1,18,"fantastical"
"3676","Theresa Cullen","cold","warm",77.1,196,"cold"
"3677","Theresa Cullen","orderly","chaotic",77,162,"chaotic"
"3678","Theresa Cullen","sad","happy",76.9,170,"happy"
"3679","Theresa Cullen","dominant","submissive",76.8,174,"dominant"
"3680","Theresa Cullen","confidential","gossiping",76.7,167,"confidential"
"3681","Theresa Cullen","👩‍🔬","👩‍🎤",76.6,28,"👩‍🎤"
"3682","Theresa Cullen","intense","lighthearted",76.4,28,"intense"
"3683","Theresa Cullen","judgemental","accepting",76.3,102,"accepting"
"3684","Theresa Cullen","straight","queer",76.3,88,"queer"
"3685","Theresa Cullen","contrarian","yes-man",76.2,18,"contrarian"
"3686","Theresa Cullen","🥴","🥳",76.1,12,"🥳"
"3687","Theresa Cullen","reserved","chatty",76,197,"chatty"
"3688","Theresa Cullen","neurotypical","autistic",75.9,178,"autistic"
"3689","Theresa Cullen","coordinated","clumsy",75.9,183,"clumsy"
"3690","Theresa Cullen","utilitarian","decorative",75.8,70,"decorative"
"3691","Theresa Cullen","basic","hipster",75.5,208,"basic"
"3692","Theresa Cullen","no-nonsense","dramatic",75.5,88,"dramatic"
"3693","Theresa Cullen","bookish","sporty",75.4,169,"bookish"
"3694","Theresa Cullen","stoic","expressive",75.4,170,"expressive"
"3695","Theresa Cullen","neat","messy",75.4,129,"messy"
"3696","Theresa Cullen","works hard","plays hard",75.3,203,"plays hard"
"3697","Theresa Cullen","hard","soft",75.3,78,"hard"
"3698","Theresa Cullen","private","gregarious",75.3,182,"gregarious"
"3699","Theresa Cullen","authoritarian","democratic",75.3,180,"authoritarian"
"3700","Theresa Cullen","arrogant","humble",75.1,167,"arrogant"
"3701","Theresa Cullen","🤑","🤠",75,22,"🤑"
"3702","Theresa Cullen","direct","roundabout",74.9,193,"direct"
"3703","Theresa Cullen","city-slicker","country-bumpkin",74.9,17,"city-slicker"
"3704","Theresa Cullen","monotone","expressive",74.6,21,"expressive"
"3705","Theresa Cullen","rock","rap",74.6,13,"rap"
"3706","Theresa Cullen","cocky","timid",74.5,18,"cocky"
"3707","Theresa Cullen","atheist","theist",74.4,62,"atheist"
"3708","Theresa Cullen","bitter","sweet",74.3,176,"bitter"
"3709","Theresa Cullen","gloomy","sunny",74.3,30,"gloomy"
"3710","Theresa Cullen","receiving","giving",74.1,15,"giving"
"3711","Theresa Cullen","literal","metaphorical",73.9,152,"literal"
"3712","Theresa Cullen","cat person","dog person",73.8,19,"cat person"
"3713","Theresa Cullen","child free","pronatalist",73.5,123,"child free"
"3714","Theresa Cullen","minimalist","pack rat",73.5,13,"minimalist"
"3715","Theresa Cullen","worldly","innocent",73.4,168,"innocent"
"3716","Theresa Cullen","quarrelsome","warm",73.3,182,"quarrelsome"
"3717","Theresa Cullen","dry","moist",73.2,22,"dry"
"3718","Theresa Cullen","technophile","luddite",73.1,176,"luddite"
"3719","Theresa Cullen","bourgeoisie","proletariat",73.1,189,"bourgeoisie"
"3720","Theresa Cullen","money-focused","love-focused",73,13,"love-focused"
"3721","Theresa Cullen","angry","good-humored",72.9,153,"angry"
"3722","Theresa Cullen","alpha","beta",72.9,169,"alpha"
"3723","Theresa Cullen","competitive","cooperative",72.8,160,"competitive"
"3724","Theresa Cullen","🤺","🏌",72.6,16,"🏌"
"3725","Theresa Cullen","logical","emotional",72.6,193,"emotional"
"3726","Theresa Cullen","sensible","ludicrous",72.6,173,"ludicrous"
"3727","Theresa Cullen","😈","😇",72.5,19,"😇"
"3728","Theresa Cullen","feminist","sexist",72.4,20,"feminist"
"3729","Theresa Cullen","stingy","generous",72.4,15,"generous"
"3730","Theresa Cullen","thick-skinned","sensitive",72.2,221,"sensitive"
"3731","Theresa Cullen","never cries","often crying",72.1,19,"never cries"
"3732","Theresa Cullen","cautious","impulsive",72,187,"cautious"
"3733","Theresa Cullen","opinionated","neutral",72,15,"neutral"
"3734","Theresa Cullen","precise","vague",71.9,109,"precise"
"3735","Theresa Cullen","serious","bold",71.9,198,"bold"
"3736","Theresa Cullen","mathematical","literary",71.8,185,"literary"
"3737","Theresa Cullen","😭","😀",71.8,18,"😀"
"3738","Theresa Cullen","sheriff","outlaw",71.8,183,"outlaw"
"3739","Theresa Cullen","pessimistic","optimistic",71.7,164,"optimistic"
"3740","Theresa Cullen","competent","incompetent",71.7,201,"competent"
"3741","Theresa Cullen","🙃","🥰",71.6,25,"🥰"
"3742","Theresa Cullen","fighter","lover",71.5,11,"fighter"
"3743","Theresa Cullen","self-assured","self-conscious",71.4,181,"self-assured"
"3744","Theresa Cullen","hurried","leisurely",71.4,167,"hurried"
"3745","Theresa Cullen","haunted","blissful",71.4,14,"blissful"
"3746","Theresa Cullen","unemotional","emotional",71.3,23,"emotional"
"3747","Theresa Cullen","suspicious","trusting",71.3,187,"suspicious"
"3748","Theresa Cullen","down2earth","head@clouds",71.2,153,"down2earth"
"3749","Theresa Cullen","factual","exaggerating",71.1,20,"exaggerating"
"3750","Theresa Cullen","statist","anarchist",71.1,18,"anarchist"
"3751","Theresa Cullen","🥶","🥵",71,16,"🥵"
"3752","Theresa Cullen","opinionated","jealous",70.9,13,"jealous"
"3753","Theresa Cullen","unlucky","fortunate",70.9,172,"fortunate"
"3754","Theresa Cullen","industrial","domestic",70.8,63,"domestic"
"3755","Theresa Cullen","civilized","barbaric",70.7,167,"barbaric"
"3756","Theresa Cullen","monochrome","multicolored",70.7,79,"monochrome"
"3757","Theresa Cullen","conventional","creative",70.5,163,"conventional"
"3758","Theresa Cullen","salacious","wholesome",70.4,19,"salacious"
"3759","Theresa Cullen","modest","flamboyant",70.3,190,"flamboyant"
"3760","Theresa Cullen","ferocious","pacifist",70.2,167,"ferocious"
"3761","Theresa Cullen","tasteful","lewd",69.8,185,"lewd"
"3762","Theresa Cullen","decisive","hesitant",69.8,187,"decisive"
"3763","Theresa Cullen","vintage","trendy",69.8,16,"trendy"
"3764","Theresa Cullen","non-gamer","gamer",69.8,17,"gamer"
"3765","Theresa Cullen","realist","idealist",69.7,78,"idealist"
"3766","Theresa Cullen","reasoned","instinctual",69.7,197,"instinctual"
"3767","Theresa Cullen","traumatized","flourishing",69.7,26,"flourishing"
"3768","Theresa Cullen","subdued","exuberant",69.6,27,"exuberant"
"3769","Theresa Cullen","consistent","variable",69.4,20,"consistent"
"3770","Theresa Cullen","analysis","common sense",69.3,23,"analysis"
"3771","Theresa Cullen","frank","sugarcoated",69.2,26,"frank"
"3772","Theresa Cullen","independent","codependent",69,175,"codependent"
"3773","Theresa Cullen","normal","weird",68.9,166,"normal"
"3774","Theresa Cullen","💩","🌟",68.9,21,"🌟"
"3775","Theresa Cullen","libertarian","socialist",68.8,126,"libertarian"
"3776","Theresa Cullen","armoured","vulnerable",68.8,168,"armoured"
"3777","Theresa Cullen","refined","rugged",68.7,179,"refined"
"3778","Theresa Cullen","punchable","loveable",68.7,30,"loveable"
"3779","Theresa Cullen","active","slothful",68.6,154,"active"
"3780","Theresa Cullen","machiavellian","transparent",68.6,19,"machiavellian"
"3781","Theresa Cullen","nerd","jock",68.5,193,"jock"
"3782","Theresa Cullen","stick-in-the-mud","adventurous",68.5,175,"adventurous"
"3783","Theresa Cullen","perceptive","unobservant",68.5,26,"perceptive"
"3784","Theresa Cullen","go-getter","slugabed",68.4,14,"go-getter"
"3785","Theresa Cullen","pretentious","unassuming",68.4,25,"pretentious"
"3786","Theresa Cullen","feisty","gracious",68.4,201,"feisty"
"3787","Theresa Cullen","👨‍🚀","🧙",68.3,24,"👨‍🚀"
"3788","Theresa Cullen","overachiever","underachiever",68.1,10,"overachiever"
"3789","Theresa Cullen","selfish","altruistic",68,162,"altruistic"
"3790","Theresa Cullen","insulting","complimentary",68,64,"complimentary"
"3791","Theresa Cullen","traditional","unorthodox",68,59,"traditional"
"3792","Theresa Cullen","chortling","giggling",68,24,"chortling"
"3793","Theresa Cullen","pensive","serene",68,12,"pensive"
"3794","Theresa Cullen","biased","impartial",67.9,156,"biased"
"3795","Theresa Cullen","empirical","theoretical",67.7,175,"empirical"
"3796","Theresa Cullen","winter","summer",67.7,24,"summer"
"3797","Theresa Cullen","prestigious","disreputable",67.5,166,"disreputable"
"3798","Theresa Cullen","egalitarian","racist",67.5,13,"egalitarian"
"3799","Theresa Cullen","chic","cheesy",67.5,22,"cheesy"
"3800","Theresa Cullen","vengeful","forgiving",67.4,155,"forgiving"
"3801","Theresa Cullen","complicated","simple",67.3,193,"complicated"
"3802","Theresa Cullen","penny-pincher","overspender",67.3,21,"overspender"
"3803","Theresa Cullen","😬","😏",67.3,23,"😏"
"3804","Theresa Cullen","mighty","puny",67.2,167,"mighty"
"3805","Theresa Cullen","builder","explorer",67.2,165,"builder"
"3806","Theresa Cullen","mad","glad",67.1,13,"glad"
"3807","Theresa Cullen","confident","insecure",67,171,"confident"
"3808","Theresa Cullen","jaded","innocent",67,17,"innocent"
